ID,choice,tt1,tc1,hw1,ch1,tt2,tc2,hw2,ch2,hh_inc_abs,car_availability,half_discount_ticket,full_discount_ticket,commute,shopping,business,leisure
14845,1,28,21,60,2,41,16,60,0,112500,1,1,0,0,0,0,1
14845,0,30,22,15,0,43,20,60,0,112500,1,1,0,0,0,0,1
14845,0,58,15,15,1,47,17,15,2,112500,1,1,0,0,0,0,1
14845,1,39,21,60,2,52,15,30,0,112500,1,1,0,0,0,0,1
14845,0,43,16,15,1,32,21,30,1,112500,1,1,0,0,0,0,1
14845,1,38,21,15,1,47,18,30,0,112500,1,1,0,0,0,0,1
14845,0,41,20,30,0,52,15,30,2,112500,1,1,0,0,0,0,1
14845,0,35,18,15,1,47,15,60,1,112500,1,1,0,0,0,0,1
14951,1,22,3,30,1,31,2,15,0,70000,0,0,1,0,1,0,0
14951,0,28,3,30,1,20,4,60,2,70000,0,0,1,0,1,0,0
14951,1,25,3,15,0,35,2,15,2,70000,0,0,1,0,1,0,0
14951,0,24,3,30,1,18,4,30,0,70000,0,0,1,0,1,0,0
14951,1,22,4,30,1,26,3,15,0,70000,0,0,1,0,1,0,0
14951,1,21,3,15,2,24,2,15,2,70000,0,0,1,0,1,0,0
14951,1,24,2,30,2,22,3,30,1,70000,0,0,1,0,1,0,0
14951,0,22,3,15,0,24,2,60,1,70000,0,0,1,0,1,0,0
14951,0,26,3,15,1,23,4,15,2,70000,0,0,1,0,1,0,0
14967,1,20,6,30,1,17,7,30,0,50000,0,1,0,0,0,0,1
14967,1,14,6,15,2,10,7,60,0,50000,0,1,0,0,0,0,1
14967,0,14,6,30,0,11,7,15,2,50000,0,1,0,0,0,0,1
14967,0,15,8,60,1,17,7,60,2,50000,0,1,0,0,0,0,1
14967,1,11,9,30,0,14,8,60,0,50000,0,1,0,0,0,0,1
14967,0,14,6,15,1,12,7,60,1,50000,0,1,0,0,0,0,1
14967,0,14,6,15,0,10,7,60,0,50000,0,1,0,0,0,0,1
14967,1,10,8,60,0,14,7,30,1,50000,0,1,0,0,0,0,1
14967,0,20,6,60,0,14,7,30,2,50000,0,1,0,0,0,0,1
14992,1,15,4,30,0,18,3,30,1,90000,1,1,0,1,0,0,0
14992,1,9,4,60,0,13,3,15,2,90000,1,1,0,1,0,0,0
14992,1,11,4,15,2,13,3,30,0,90000,1,1,0,1,0,0,0
14992,0,16,3,60,2,14,4,60,1,90000,1,1,0,1,0,0,0
14992,0,11,4,30,0,13,3,60,0,90000,1,1,0,1,0,0,0
14992,0,13,3,15,1,11,4,60,1,90000,1,1,0,1,0,0,0
14992,0,13,3,15,0,9,4,60,0,90000,1,1,0,1,0,0,0
14992,1,9,4,60,0,13,3,30,1,90000,1,1,0,1,0,0,0
14992,1,18,3,60,0,13,4,30,2,90000,1,1,0,1,0,0,0
15009,1,9,1,60,1,6,2,15,1,90000,1,0,1,1,0,0,0
15009,1,10,1,15,0,8,2,60,1,90000,1,0,1,1,0,0,0
15009,0,8,1,30,0,7,2,60,2,90000,1,0,1,1,0,0,0
15009,1,8,1,60,0,7,2,15,0,90000,1,0,1,1,0,0,0
15009,1,8,2,15,0,9,1,15,0,90000,1,0,1,1,0,0,0
15009,1,7,2,30,1,8,1,15,0,90000,1,0,1,1,0,0,0
15009,1,8,1,15,2,6,2,15,2,90000,1,0,1,1,0,0,0
15009,0,6,2,30,2,8,1,60,2,90000,1,0,1,1,0,0,0
15009,1,7,1,30,2,5,2,15,1,90000,1,0,1,1,0,0,0
15012,0,100,91,15,2,133,79,15,1,112500,1,1,0,0,0,1,0
15012,0,104,63,60,0,73,82,60,2,112500,1,1,0,0,0,1,0
15012,1,110,76,60,0,77,87,15,0,112500,1,1,0,0,0,1,0
15012,1,151,59,15,1,121,65,15,2,112500,1,1,0,0,0,1,0
15012,1,100,80,60,2,133,59,30,0,112500,1,1,0,0,0,1,0
15012,1,83,82,30,1,110,63,15,1,112500,1,1,0,0,0,1,0
15012,1,122,69,30,0,97,80,15,1,112500,1,1,0,0,0,1,0
15012,1,133,59,30,2,107,77,30,0,112500,1,1,0,0,0,1,0
15012,0,91,71,15,1,122,59,60,1,112500,1,1,0,0,0,1,0
15030,1,150,69,15,1,214,60,60,1,10000,1,1,0,0,0,0,1
15030,0,242,66,15,0,181,86,60,1,10000,1,1,0,0,0,0,1
15030,1,159,65,60,2,177,57,30,0,10000,1,1,0,0,0,0,1
15030,0,195,57,60,0,166,74,15,0,10000,1,1,0,0,0,0,1
15030,1,193,66,15,0,214,60,15,0,10000,1,1,0,0,0,0,1
15030,0,195,60,15,0,176,66,30,1,10000,1,1,0,0,0,0,1
15030,1,141,72,15,2,177,60,15,2,10000,1,1,0,0,0,0,1
15030,1,133,73,30,2,177,66,60,2,10000,1,1,0,0,0,0,1
15030,1,117,98,15,1,167,76,30,2,10000,1,1,0,0,0,0,1
15039,1,37,9,60,1,26,10,15,1,137500,0,1,0,0,1,0,0
15039,0,42,10,15,0,31,13,60,1,137500,0,1,0,0,1,0,0
15039,0,30,9,30,0,27,10,60,2,137500,0,1,0,0,1,0,0
15039,1,29,11,15,0,34,9,60,0,137500,0,1,0,0,1,0,0
15039,1,33,10,15,0,37,9,15,0,137500,0,1,0,0,1,0,0
15039,0,34,9,15,0,30,10,30,1,137500,0,1,0,0,1,0,0
15039,0,30,9,15,2,24,11,15,2,137500,0,1,0,0,1,0,0
15039,0,23,11,30,2,30,10,60,2,137500,0,1,0,0,1,0,0
15039,0,29,11,30,2,20,15,15,1,137500,0,1,0,0,1,0,0
15056,1,51,8,30,1,43,9,30,0,90000,1,1,0,0,0,0,1
15056,1,26,10,60,0,35,8,15,2,90000,1,1,0,0,0,0,1
15056,1,30,10,15,2,35,8,30,0,90000,1,1,0,0,0,0,1
15056,1,38,11,60,1,45,10,60,2,90000,1,1,0,0,0,0,1
15056,0,37,11,60,0,30,12,30,0,90000,1,1,0,0,0,0,1
15056,1,31,9,60,1,37,8,15,1,90000,1,1,0,0,0,0,1
15056,0,26,10,60,0,37,8,15,0,90000,1,1,0,0,0,0,1
15056,1,37,9,30,1,26,10,60,0,90000,1,1,0,0,0,0,1
15056,0,35,10,30,2,51,8,60,0,90000,1,1,0,0,0,0,1
15147,1,58,30,30,1,83,25,15,0,30000,1,1,0,0,0,0,1
15147,0,76,28,30,1,53,31,60,2,30000,1,1,0,0,0,0,1
15147,1,94,21,15,2,66,29,15,0,30000,1,1,0,0,0,0,1
15147,1,65,27,30,1,49,32,30,0,30000,1,1,0,0,0,0,1
15147,1,58,38,30,1,68,28,15,0,30000,1,1,0,0,0,0,1
15147,1,55,28,15,2,65,25,15,2,30000,1,1,0,0,0,0,1
15147,0,58,24,30,1,65,21,30,2,30000,1,1,0,0,0,0,1
15147,0,58,33,15,0,65,25,60,1,30000,1,1,0,0,0,0,1
15147,0,68,27,15,1,62,35,15,2,30000,1,1,0,0,0,0,1
15174,1,104,30,30,0,122,27,30,1,167500,0,1,0,0,0,0,1
15174,1,63,31,60,0,85,27,15,2,167500,0,1,0,0,0,0,1
15174,1,85,27,30,0,72,32,15,2,167500,0,1,0,0,0,0,1
15174,0,92,36,60,1,108,33,60,2,167500,0,1,0,0,0,0,1
15174,1,89,34,60,0,71,39,30,0,167500,0,1,0,0,0,0,1
15174,1,89,26,15,1,76,29,60,1,167500,0,1,0,0,0,0,1
15174,1,89,26,15,0,63,31,60,0,167500,0,1,0,0,0,0,1
15174,1,89,30,30,1,63,33,60,0,167500,0,1,0,0,0,0,1
15174,0,122,27,60,0,86,31,30,2,167500,0,1,0,0,0,0,1
15180,0,112,31,15,1,84,35,15,2,50000,0,1,0,0,0,0,1
15180,1,61,32,60,2,87,24,60,0,50000,0,1,0,0,0,0,1
15180,0,65,34,15,0,92,30,60,0,50000,0,1,0,0,0,0,1
15180,0,126,23,15,1,101,25,15,2,50000,0,1,0,0,0,0,1
15180,1,84,31,60,2,112,23,30,0,50000,0,1,0,0,0,0,1
15180,0,92,24,15,1,69,32,30,1,50000,0,1,0,0,0,0,1
15180,1,102,27,30,0,81,31,15,1,50000,0,1,0,0,0,0,1
15180,1,112,23,30,2,89,30,30,0,50000,0,1,0,0,0,0,1
15180,0,76,28,15,1,102,23,60,1,50000,0,1,0,0,0,0,1
15213,0,69,19,15,0,48,23,30,1,90000,0,0,1,0,0,1,0
15213,0,44,24,60,2,63,22,30,1,90000,0,0,1,0,0,1,0
15213,0,55,22,15,0,78,16,15,2,90000,0,0,1,0,0,1,0
15213,0,41,25,30,0,54,21,30,1,90000,0,0,1,0,0,1,0
15213,0,57,22,15,0,48,30,30,1,90000,0,0,1,0,0,1,0
15213,0,46,22,15,2,54,19,15,2,90000,0,0,1,0,0,1,0
15213,1,54,16,30,2,49,19,30,1,90000,0,0,1,0,0,1,0
15213,1,54,19,60,1,49,26,15,0,90000,0,0,1,0,0,1,0
15213,1,51,27,15,2,57,21,15,1,90000,0,0,1,0,0,1,0
15246,1,29,13,60,2,22,14,15,1,30000,0,1,0,0,0,1,0
15246,1,22,18,60,1,28,13,60,1,30000,0,1,0,0,0,1,0
15246,0,28,13,60,0,21,14,30,2,30000,0,1,0,0,0,1,0
15246,0,29,13,30,0,22,18,15,1,30000,0,1,0,0,0,1,0
15246,0,21,15,15,1,29,13,30,2,30000,0,1,0,0,0,1,0
15246,1,23,22,30,2,33,16,15,2,30000,0,1,0,0,0,1,0
15246,0,33,13,15,2,24,15,60,0,30000,0,1,0,0,0,1,0
15246,0,40,16,30,0,30,19,15,1,30000,0,1,0,0,0,1,0
15246,1,28,13,15,1,20,14,30,1,30000,0,1,0,0,0,1,0
15266,1,30,10,15,1,22,12,15,2,90000,0,1,0,0,0,0,1
15266,0,16,10,60,2,23,8,60,0,90000,0,1,0,0,0,0,1
15266,1,25,10,60,0,17,11,15,0,90000,0,1,0,0,0,0,1
15266,1,34,8,15,1,27,9,15,2,90000,0,1,0,0,0,0,1
15266,1,22,10,60,2,30,8,30,0,90000,0,1,0,0,0,0,1
15266,0,25,8,15,1,19,10,30,1,90000,0,1,0,0,0,0,1
15266,0,27,9,30,0,22,10,15,1,90000,0,1,0,0,0,0,1
15266,1,30,8,30,2,24,10,30,0,90000,0,1,0,0,0,0,1
15266,1,27,8,60,1,20,9,15,1,90000,0,1,0,0,0,0,1
15296,1,81,28,15,1,60,32,15,2,167500,1,1,0,0,0,0,1
15296,1,44,28,60,2,63,22,60,0,167500,1,1,0,0,0,0,1
15296,1,67,26,60,0,47,30,15,0,167500,1,1,0,0,0,0,1
15296,1,91,21,15,1,73,23,15,2,167500,1,1,0,0,0,0,1
15296,0,81,21,30,0,60,28,60,2,167500,1,1,0,0,0,0,1
15296,1,50,28,30,1,67,22,15,1,167500,1,1,0,0,0,0,1
15296,0,74,24,30,0,59,28,15,1,167500,1,1,0,0,0,0,1
15296,0,64,27,30,0,81,21,30,2,167500,1,1,0,0,0,0,1
15296,1,74,21,60,1,55,25,15,1,167500,1,1,0,0,0,0,1
15312,1,53,20,30,0,62,18,30,1,50000,1,1,0,0,0,0,1
15312,0,32,21,60,0,43,18,15,2,50000,1,1,0,0,0,0,1
15312,0,43,18,30,0,37,22,15,2,50000,1,1,0,0,0,0,1
15312,1,55,22,60,2,47,24,60,1,50000,1,1,0,0,0,0,1
15312,1,46,23,60,0,36,26,30,0,50000,1,1,0,0,0,0,1
15312,1,46,17,15,1,39,20,60,1,50000,1,1,0,0,0,0,1
15312,1,32,21,60,0,46,17,15,0,50000,1,1,0,0,0,0,1
15312,1,32,22,60,0,46,20,30,1,50000,1,1,0,0,0,0,1
15312,1,44,21,30,2,62,18,60,0,50000,1,1,0,0,0,0,1
15318,1,15,4,15,2,20,3,15,1,167500,1,0,0,1,0,0,0
15318,0,15,3,60,0,11,4,60,2,167500,1,0,0,1,0,0,0
15318,1,16,3,60,0,11,4,15,0,167500,1,0,0,1,0,0,0
15318,0,22,3,15,1,18,4,15,2,167500,1,0,0,1,0,0,0
15318,1,15,4,60,2,20,3,30,0,167500,1,0,0,1,0,0,0
15318,1,12,4,30,1,16,3,15,1,167500,1,0,0,1,0,0,0
15318,0,18,3,30,0,14,4,15,1,167500,1,0,0,1,0,0,0
15318,0,16,4,30,0,20,3,30,2,167500,1,0,0,1,0,0,0
15318,1,18,3,60,1,13,4,15,1,167500,1,0,0,1,0,0,0
15319,1,32,7,60,1,23,8,15,1,112500,0,0,1,1,0,0,0
15319,0,36,7,15,0,27,9,60,1,112500,0,0,1,1,0,0,0
15319,0,27,6,30,0,24,7,60,2,112500,0,0,1,1,0,0,0
15319,0,25,8,15,0,29,6,60,0,112500,0,0,1,1,0,0,0
15319,1,29,8,15,0,32,7,15,0,112500,0,0,1,1,0,0,0
15319,1,26,8,30,1,29,7,15,0,112500,0,0,1,1,0,0,0
15319,1,27,7,15,2,21,8,15,2,112500,0,0,1,1,0,0,0
15319,0,20,8,30,2,27,7,60,2,112500,0,0,1,1,0,0,0
15319,0,25,8,30,2,18,11,15,1,112500,0,0,1,1,0,0,0
15373,1,99,28,60,2,74,31,15,1,90000,1,1,0,0,0,0,1
15373,0,94,30,60,1,75,40,60,1,90000,1,1,0,0,0,0,1
15373,0,94,28,60,0,70,31,30,2,90000,1,1,0,0,0,0,1
15373,0,99,30,30,0,74,40,15,1,90000,1,1,0,0,0,0,1
15373,1,99,30,30,2,69,33,15,1,90000,1,1,0,0,0,0,1
15373,0,109,36,15,2,76,49,30,2,90000,1,1,0,0,0,0,1
15373,0,82,34,60,0,109,30,15,2,90000,1,1,0,0,0,0,1
15373,0,135,36,30,0,101,42,15,1,90000,1,1,0,0,0,0,1
15373,0,94,28,15,1,66,33,30,1,90000,1,1,0,0,0,0,1
15402,0,22,6,15,0,15,8,30,1,112500,0,0,0,0,1,0,0
15402,0,20,7,30,1,14,8,60,2,112500,0,0,0,0,1,0,0
15402,1,25,5,15,2,17,7,15,0,112500,0,0,0,0,1,0,0
15402,1,17,7,30,1,13,8,30,0,112500,0,0,0,0,1,0,0
15402,1,15,10,30,1,18,7,15,0,112500,0,0,0,0,1,0,0
15402,0,17,6,15,2,15,7,15,2,112500,0,0,0,0,1,0,0
15402,1,17,5,30,2,15,6,30,1,112500,0,0,0,0,1,0,0
15402,1,17,6,60,1,15,9,15,0,112500,0,0,0,0,1,0,0
15402,0,18,7,15,1,16,9,15,2,112500,0,0,0,0,1,0,0
15408,1,51,11,60,1,35,12,15,1,112500,1,1,0,1,0,0,0
15408,0,57,12,15,0,43,16,60,1,112500,1,1,0,1,0,0,0
15408,1,38,12,60,2,42,10,30,0,112500,1,1,0,1,0,0,0
15408,1,46,10,60,0,39,13,15,0,112500,1,1,0,1,0,0,0
15408,0,46,12,15,0,51,11,15,0,112500,1,1,0,1,0,0,0
15408,1,42,12,30,1,46,11,15,0,112500,1,1,0,1,0,0,0
15408,1,42,11,15,2,33,13,15,2,112500,1,1,0,1,0,0,0
15408,1,42,12,60,2,31,13,30,2,112500,1,1,0,1,0,0,0
15408,0,28,18,15,1,40,14,30,2,112500,1,1,0,1,0,0,0
15420,1,70,12,60,2,53,13,15,1,70000,0,0,1,0,0,0,1
15420,0,53,17,60,1,67,13,60,1,70000,0,0,1,0,0,0,1
15420,0,50,13,30,2,67,12,60,0,70000,0,0,1,0,0,0,1
15420,0,53,17,15,1,70,13,30,0,70000,0,0,1,0,0,0,1
15420,0,49,14,15,1,70,13,30,2,70000,0,0,1,0,0,0,1
15420,1,54,21,30,2,78,15,15,2,70000,0,0,1,0,0,0,1
15420,0,58,15,60,0,78,13,15,2,70000,0,0,1,0,0,0,1
15420,0,72,18,15,1,96,15,30,0,70000,0,0,1,0,0,0,1
15420,0,47,14,30,1,67,12,15,1,70000,0,0,1,0,0,0,1
15481,0,17,6,15,0,12,7,30,1,70000,1,1,0,0,0,0,1
15481,1,11,8,60,2,16,7,30,1,70000,1,1,0,0,0,0,1
15481,0,14,7,15,0,20,5,15,2,70000,1,1,0,0,0,0,1
15481,1,14,6,30,1,10,8,30,0,70000,1,1,0,0,0,0,1
15481,0,14,7,15,0,12,9,30,1,70000,1,1,0,0,0,0,1
15481,1,11,7,15,2,14,6,15,2,70000,1,1,0,0,0,0,1
15481,0,12,6,30,1,14,5,30,2,70000,1,1,0,0,0,0,1
15481,0,12,8,15,0,14,6,60,1,70000,1,1,0,0,0,0,1
15481,1,13,8,15,2,14,6,15,1,70000,1,1,0,0,0,0,1
15489,0,50,18,15,1,67,17,60,2,70000,1,1,0,0,0,0,1
15489,1,63,18,60,1,50,24,60,1,70000,1,1,0,0,0,0,1
15489,1,47,18,30,2,63,17,60,0,70000,1,1,0,0,0,0,1
15489,0,50,24,15,1,67,18,30,0,70000,1,1,0,0,0,0,1
15489,1,67,18,30,2,47,19,15,1,70000,1,1,0,0,0,0,1
15489,0,51,29,30,2,74,21,15,2,70000,1,1,0,0,0,0,1
15489,1,55,20,60,0,74,18,15,2,70000,1,1,0,0,0,0,1
15489,1,91,21,30,0,68,24,15,1,70000,1,1,0,0,0,0,1
15489,1,44,19,30,1,63,17,15,1,70000,1,1,0,0,0,0,1
15562,1,56,9,60,1,39,11,15,1,137500,0,0,1,1,0,0,0
15562,0,64,10,15,0,48,13,60,1,137500,0,0,1,1,0,0,0
15562,0,47,9,30,0,42,10,60,2,137500,0,0,1,1,0,0,0
15562,0,44,11,15,0,51,9,60,0,137500,0,0,1,1,0,0,0
15562,0,56,9,15,0,51,10,15,0,137500,0,0,1,1,0,0,0
15562,1,46,10,30,1,51,9,15,0,137500,0,0,1,1,0,0,0
15562,0,37,11,15,2,47,9,15,2,137500,0,0,1,1,0,0,0
15562,1,47,10,60,2,35,11,30,2,137500,0,0,1,1,0,0,0
15562,0,31,15,15,1,44,12,30,2,137500,0,0,1,1,0,0,0
15563,1,100,21,60,1,70,24,15,1,90000,1,1,0,0,0,1,0
15563,1,85,30,60,1,113,23,15,0,90000,1,1,0,0,0,1,0
15563,1,74,23,60,2,83,20,30,0,90000,1,1,0,0,0,1,0
15563,1,91,20,60,0,78,26,15,0,90000,1,1,0,0,0,1,0
15563,0,90,23,15,0,100,21,15,0,90000,1,1,0,0,0,1,0
15563,0,91,21,15,0,82,23,30,1,90000,1,1,0,0,0,1,0
15563,1,83,21,15,2,66,25,15,2,90000,1,1,0,0,0,1,0
15563,0,62,25,30,2,83,23,60,2,90000,1,1,0,0,0,1,0
15563,1,78,26,30,2,55,34,15,1,90000,1,1,0,0,0,1,0
15572,0,46,29,30,0,55,26,30,1,90000,0,0,1,1,0,0,0
15572,1,28,30,60,0,38,26,15,2,90000,0,0,1,1,0,0,0
15572,0,38,26,30,0,32,31,15,2,90000,0,0,1,1,0,0,0
15572,1,48,32,60,2,41,35,60,1,90000,0,0,1,1,0,0,0
15572,1,40,33,60,0,32,38,30,0,90000,0,0,1,1,0,0,0
15572,1,34,29,60,1,40,25,15,1,90000,0,0,1,1,0,0,0
15572,1,40,25,15,0,28,30,60,0,90000,0,0,1,1,0,0,0
15572,0,28,32,60,0,40,29,30,1,90000,0,0,1,1,0,0,0
15572,1,55,26,60,0,38,30,30,2,90000,0,0,1,1,0,0,0
15597,1,60,9,15,1,45,10,15,2,30000,0,0,1,0,0,0,1
15597,0,47,7,60,0,33,9,60,2,30000,0,0,1,0,0,0,1
15597,1,49,9,60,0,35,10,15,0,30000,0,0,1,0,0,0,1
15597,0,54,8,15,2,68,7,15,1,30000,0,0,1,0,0,0,1
15597,0,60,7,30,0,45,9,60,2,30000,0,0,1,0,0,0,1
15597,1,49,7,15,1,37,9,30,1,30000,0,0,1,0,0,0,1
15597,1,44,9,15,1,55,8,30,0,30000,0,0,1,0,0,0,1
15597,0,60,7,30,2,48,9,30,0,30000,0,0,1,0,0,0,1
15597,1,55,7,60,1,41,8,15,1,30000,0,0,1,0,0,0,1
15603,1,100,16,60,2,75,18,15,1,90000,0,1,0,0,0,0,1
15603,0,76,23,60,1,95,17,60,1,90000,0,1,0,0,0,0,1
15603,0,95,16,60,0,71,18,30,2,90000,0,1,0,0,0,0,1
15603,0,100,17,30,0,75,23,15,1,90000,0,1,0,0,0,0,1
15603,1,100,17,30,2,70,19,15,1,90000,0,1,0,0,0,0,1
15603,1,110,21,15,2,77,28,30,2,90000,0,1,0,0,0,0,1
15603,0,83,20,60,0,110,17,15,2,90000,0,1,0,0,0,0,1
15603,1,102,24,15,1,137,21,30,0,90000,0,1,0,0,0,0,1
15603,0,66,19,30,1,95,16,15,1,90000,0,1,0,0,0,0,1
15662,0,15,10,15,1,20,9,60,2,50000,1,0,1,0,0,0,1
15662,1,19,10,60,1,15,13,60,1,50000,1,0,1,0,0,0,1
15662,0,19,9,60,0,14,10,30,2,50000,1,0,1,0,0,0,1
15662,1,15,13,15,1,20,10,30,0,50000,1,0,1,0,0,0,1
15662,1,20,10,30,2,14,11,15,1,50000,1,0,1,0,0,0,1
15662,0,22,12,15,2,15,16,30,2,50000,1,0,1,0,0,0,1
15662,0,22,10,15,2,17,11,60,0,50000,1,0,1,0,0,0,1
15662,0,20,14,15,1,27,12,30,0,50000,1,0,1,0,0,0,1
15662,0,19,9,15,1,13,11,30,1,50000,1,0,1,0,0,0,1
15704,1,140,9,30,1,119,10,30,0,167500,1,0,1,0,0,1,0
15704,0,73,10,60,0,97,9,15,2,167500,1,0,1,0,0,1,0
15704,1,83,10,15,2,97,9,30,0,167500,1,0,1,0,0,1,0
15704,1,124,11,60,2,106,12,60,1,167500,1,0,1,0,0,1,0
15704,0,82,13,30,0,103,11,60,0,167500,1,0,1,0,0,1,0
15704,0,103,8,15,1,87,10,60,1,167500,1,0,1,0,0,1,0
15704,1,103,8,15,0,72,10,60,0,167500,1,0,1,0,0,1,0
15704,1,103,10,30,1,72,11,60,0,167500,1,0,1,0,0,1,0
15704,0,98,10,30,2,140,9,60,0,167500,1,0,1,0,0,1,0
15707,0,38,12,15,1,50,11,60,2,137500,1,0,1,1,0,0,0
15707,1,48,11,60,1,38,15,60,1,137500,1,0,1,1,0,0,0
15707,0,36,12,30,2,48,11,60,0,137500,1,0,1,1,0,0,0
15707,1,50,11,30,0,38,15,15,1,137500,1,0,1,1,0,0,0
15707,0,35,12,15,1,50,11,30,2,137500,1,0,1,1,0,0,0
15707,1,56,14,15,2,39,18,30,2,137500,1,0,1,1,0,0,0
15707,0,42,13,60,0,56,11,15,2,137500,1,0,1,1,0,0,0
15707,0,69,14,30,0,52,16,15,1,137500,1,0,1,1,0,0,0
15707,1,48,11,15,1,33,12,30,1,137500,1,0,1,1,0,0,0
15780,0,70,17,30,0,82,15,30,1,90000,1,1,0,1,0,0,0
15780,1,57,15,15,2,43,17,60,0,90000,1,1,0,1,0,0,0
15780,1,48,18,15,2,57,15,30,0,90000,1,1,0,1,0,0,0
15780,0,72,18,60,2,62,20,60,1,90000,1,1,0,1,0,0,0
15780,0,60,19,60,0,48,22,30,0,90000,1,1,0,1,0,0,0
15780,0,60,14,15,1,51,17,60,1,90000,1,1,0,1,0,0,0
15780,0,60,14,15,0,42,17,60,0,90000,1,1,0,1,0,0,0
15780,1,60,17,30,1,42,18,60,0,90000,1,1,0,1,0,0,0
15780,1,82,15,60,0,57,17,30,2,90000,1,1,0,1,0,0,0
15792,0,4,2,15,1,6,1,60,1,30000,0,1,0,0,0,0,1
15792,0,7,1,15,0,5,2,60,1,30000,0,1,0,0,0,0,1
15792,0,5,1,30,0,4,2,60,2,30000,0,1,0,0,0,0,1
15792,1,5,1,60,0,4,2,15,0,30000,0,1,0,0,0,0,1
15792,0,6,1,15,0,5,2,15,0,30000,0,1,0,0,0,0,1
15792,1,4,2,30,1,5,1,15,0,30000,0,1,0,0,0,0,1
15792,0,5,1,15,2,4,2,15,2,30000,0,1,0,0,0,0,1
15792,0,4,2,30,2,5,1,60,2,30000,0,1,0,0,0,0,1
15792,1,5,1,30,2,3,2,15,1,30000,0,1,0,0,0,0,1
15805,1,95,50,15,2,127,43,15,1,10000,0,0,1,0,0,0,1
15805,0,69,45,60,2,99,34,60,0,10000,0,0,1,0,0,0,1
15805,1,105,42,60,0,73,48,15,0,10000,0,0,1,0,0,0,1
15805,1,143,32,15,1,114,36,15,2,10000,0,0,1,0,0,0,1
15805,1,95,44,60,2,127,32,30,0,10000,0,0,1,0,0,0,1
15805,1,78,45,30,1,105,34,15,1,10000,0,0,1,0,0,0,1
15805,1,92,44,15,1,115,38,30,0,10000,0,0,1,0,0,0,1
15805,0,101,42,30,0,127,32,30,2,10000,0,0,1,0,0,0,1
15805,0,87,39,15,1,115,32,60,1,10000,0,0,1,0,0,0,1
15814,1,54,24,30,1,77,20,15,0,90000,0,1,0,0,0,0,1
15814,1,49,25,60,2,70,23,30,1,90000,0,1,0,0,0,0,1
15814,1,87,17,15,2,61,23,15,0,90000,0,1,0,0,0,0,1
15814,1,45,26,30,0,60,22,30,1,90000,0,1,0,0,0,0,1
15814,1,54,31,30,1,64,23,15,0,90000,0,1,0,0,0,0,1
15814,0,60,20,15,2,51,23,15,2,90000,0,1,0,0,0,0,1
15814,0,60,17,30,2,54,20,30,1,90000,0,1,0,0,0,0,1
15814,0,60,20,60,1,54,27,15,0,90000,0,1,0,0,0,0,1
15814,0,64,22,15,1,57,28,15,2,90000,0,1,0,0,0,0,1
15827,1,46,6,30,1,39,7,30,0,90000,0,1,0,0,0,0,1
15827,0,24,7,60,0,32,6,15,2,90000,0,1,0,0,0,0,1
15827,0,32,6,30,0,27,7,15,2,90000,0,1,0,0,0,0,1
15827,0,34,8,60,1,40,7,60,2,90000,0,1,0,0,0,0,1
15827,0,27,9,30,0,33,8,60,0,90000,0,1,0,0,0,0,1
15827,0,28,7,60,1,33,6,15,1,90000,0,1,0,0,0,0,1
15827,1,23,7,60,0,33,6,15,0,90000,0,1,0,0,0,0,1
15827,1,33,7,30,1,23,8,60,0,90000,0,1,0,0,0,0,1
15827,1,32,7,30,2,46,6,60,0,90000,0,1,0,0,0,0,1
15904,0,13,4,15,1,18,3,60,1,50000,0,1,0,1,0,0,0
15904,0,21,3,15,0,16,4,60,1,50000,0,1,0,1,0,0,0
15904,1,14,4,60,2,15,3,30,0,50000,0,1,0,1,0,0,0
15904,1,17,3,60,0,14,4,15,0,50000,0,1,0,1,0,0,0
15904,0,18,3,15,0,17,4,15,0,50000,0,1,0,1,0,0,0
15904,1,15,4,30,1,17,3,15,0,50000,0,1,0,1,0,0,0
15904,1,12,4,15,2,15,3,15,2,50000,0,1,0,1,0,0,0
15904,0,15,3,60,2,11,4,30,2,50000,0,1,0,1,0,0,0
15904,1,14,3,30,2,10,4,15,1,50000,0,1,0,1,0,0,0
15948,0,40,8,15,1,53,7,60,2,167500,1,0,1,0,0,0,1
15948,0,40,10,60,1,50,8,60,1,167500,1,0,1,0,0,0,1
15948,1,50,7,60,0,38,8,30,2,167500,1,0,1,0,0,0,1
15948,1,53,8,30,0,40,10,15,1,167500,1,0,1,0,0,0,1
15948,1,53,8,30,2,37,9,15,1,167500,1,0,1,0,0,0,1
15948,1,41,13,30,2,59,9,15,2,167500,1,0,1,0,0,0,1
15948,0,59,8,15,2,44,9,60,0,167500,1,0,1,0,0,0,1
15948,0,55,11,15,1,73,9,30,0,167500,1,0,1,0,0,0,1
15948,1,35,8,30,1,50,7,15,1,167500,1,0,1,0,0,0,1
15970,1,52,7,60,2,39,8,15,1,30000,1,1,0,0,0,0,1
15970,0,50,7,60,1,40,10,60,1,30000,1,1,0,0,0,0,1
15970,0,37,8,30,2,50,7,60,0,30000,1,1,0,0,0,0,1
15970,0,52,7,30,0,39,10,15,1,30000,1,1,0,0,0,0,1
15970,1,52,7,30,2,37,8,15,1,30000,1,1,0,0,0,0,1
15970,0,58,9,15,2,40,12,30,2,30000,1,1,0,0,0,0,1
15970,1,58,7,15,2,43,8,60,0,30000,1,1,0,0,0,0,1
